Column1.1,Column1.2
dynaplot,
LS-DYNA keyword deck by,LS-PrePost
X-displacement,
Resultant,Force
Mat/Node,Ids
         1     ,1000
     ,7373
* Minval=     6.7795999348e-04 at time=        ,0.0000000000
* Maxval=     2.3943780518e+02 at time=        ,0.0000000000
    7.8078122139e+00   ,6.6700839996e-01
    7.8278322220e+00   ,6.6843956709e-01
    7.8478522301e+00   ,6.6987079382e-01
    7.8678722382e+00   ,6.7130202055e-01
    7.8878922462e+00   ,6.7273324728e-01
    7.9079122543e+00   ,6.7416441441e-01
    7.9279322624e+00   ,6.7559564114e-01
    7.9479522705e+00   ,6.7702686787e-01
    7.9679722786e+00   ,6.7845809460e-01
    7.9879922867e+00   ,6.7988932133e-01
    8.0080127716e+00   ,6.8132883310e-01
    8.0280332565e+00   ,6.8278080225e-01
    8.0480537415e+00   ,6.8423283100e-01
    8.0680742264e+00   ,6.8568480015e-01
    8.0880947113e+00   ,6.8713676929e-01
    8.1081151962e+00   ,6.8858879805e-01
    8.1281356812e+00   ,6.9004076719e-01
    8.1481561661e+00   ,6.9149279594e-01
    8.1681766510e+00   ,6.9294476509e-01
    8.1881971359e+00   ,6.9439673424e-01
    8.2082176208e+00   ,6.9584876299e-01
    8.2282381058e+00   ,6.9730073214e-01
    8.2482585907e+00   ,6.9875270128e-01
    8.2682790756e+00   ,7.0020473003e-01
    8.2882995605e+00   ,7.0165669918e-01
    8.3083200455e+00   ,7.0310872793e-01
    8.3283405304e+00   ,7.0456069708e-01
    8.3483610153e+00   ,7.0601266623e-01
    8.3683815002e+00   ,7.0746469498e-01
    8.3884019852e+00   ,7.0891666412e-01
    8.4084224701e+00   ,7.1036869287e-01
    8.4284429550e+00   ,7.1182066202e-01
    8.4484634399e+00   ,7.1327263117e-01
    8.4684839249e+00   ,7.1472465992e-01
    8.4885044098e+00   ,7.1617662907e-01
    8.5085248947e+00   ,7.1761196852e-01
    8.5285453796e+00   ,7.1902483702e-01
    8.5485658646e+00   ,7.2043764591e-01
    8.5685863495e+00   ,7.2185051441e-01
    8.5886068344e+00   ,7.2326332331e-01
    8.6086273193e+00   ,7.2467619181e-01
    8.6286478043e+00   ,7.2608900070e-01
    8.6486682892e+00   ,7.2750186920e-01
    8.6686887741e+00   ,7.2891467810e-01
    8.6887092590e+00   ,7.3032754660e-01
    8.7087297440e+00   ,7.3174035549e-01
    8.7287502289e+00   ,7.3315322399e-01
    8.7487707138e+00   ,7.3456603289e-01
    8.7687911987e+00   ,7.3597890139e-01
    8.7888116837e+00   ,7.3739171028e-01
    8.8088321686e+00   ,7.3880457878e-01
    8.8288526535e+00   ,7.4021738768e-01
    8.8488731384e+00   ,7.4163025618e-01
    8.8688936234e+00   ,7.4304306507e-01
    8.8889141083e+00   ,7.4445593357e-01
    8.9089345932e+00   ,7.4586874247e-01
    8.9289550781e+00   ,7.4728161097e-01
    8.9489755630e+00   ,7.4869441986e-01
    8.9689960480e+00   ,7.5010728836e-01
    8.9890165329e+00   ,7.5152009726e-01
    9.0090370178e+00   ,7.5291395187e-01
    9.0290575027e+00   ,7.5428467989e-01
    9.0490779877e+00   ,7.5565546751e-01
    9.0690984726e+00   ,7.5702619553e-01
    9.0891189575e+00   ,7.5839692354e-01
    9.1091394424e+00   ,7.5976771116e-01
    9.1291599274e+00   ,7.6113843918e-01
    9.1491804123e+00   ,7.6250922680e-01
    9.1692008972e+00   ,7.6387995481e-01
    9.1892213821e+00   ,7.6525074244e-01
    9.2092418671e+00   ,7.6662147045e-01
    9.2292623520e+00   ,7.6799225807e-01
    9.2492828369e+00   ,7.6936298609e-01
    9.2693033218e+00   ,7.7073371410e-01
    9.2893238068e+00   ,7.7210450172e-01
    9.3093442917e+00   ,7.7347522974e-01
    9.3293647766e+00   ,7.7484601736e-01
    9.3493852615e+00   ,7.7621674538e-01
    9.3694057465e+00   ,7.7758753300e-01
    9.3894262314e+00   ,7.7895826101e-01
    9.4094467163e+00   ,7.8032898903e-01
    9.4294672012e+00   ,7.8169977665e-01
    9.4494876862e+00   ,7.8307050467e-01
    9.4695081711e+00   ,7.8444129229e-01
    9.4895286560e+00   ,7.8581202030e-01
    9.5095491409e+00   ,7.8717136383e-01
    9.5295696259e+00   ,7.8851807117e-01
    9.5495901108e+00   ,7.8986477852e-01
    9.5696105957e+00   ,7.9121148586e-01
    9.5896310806e+00   ,7.9255819321e-01
    9.6096515656e+00   ,7.9390490055e-01
    9.6296720505e+00   ,7.9525160789e-01
    9.6496925354e+00   ,7.9659831524e-01
    9.6697130203e+00   ,7.9794502258e-01
    9.6897335052e+00   ,7.9929172993e-01
    9.7097539902e+00   ,8.0063837767e-01
    9.7297744751e+00   ,8.0198508501e-01
    9.7497949600e+00   ,8.0333179235e-01
    9.7698154449e+00   ,8.0467849970e-01
    9.7898359299e+00   ,8.0602520704e-01
    9.8098564148e+00   ,8.0737191439e-01
    9.8298768997e+00   ,8.0871862173e-01
    9.8498973846e+00   ,8.1006532907e-01
    9.8699178696e+00   ,8.1141203642e-01
    9.8899383545e+00   ,8.1275874376e-01
    9.9099588394e+00   ,8.1410545111e-01
    9.9299793243e+00   ,8.1545215845e-01
    9.9499998093e+00   ,8.1679886580e-01
    9.9700202942e+00   ,8.1814557314e-01
    9.9900407791e+00   ,8.1949222088e-01
    1.0010061264e+01   ,8.2082486153e-01
    1.0030081749e+01   ,8.2214343548e-01
    1.0050102234e+01   ,8.2346194983e-01
    1.0070122719e+01   ,8.2478052378e-01
    1.0090143204e+01   ,8.2609909773e-01
    1.0110163689e+01   ,8.2741767168e-01
    1.0130184174e+01   ,8.2873618603e-01
    1.0150204659e+01   ,8.3005475998e-01
    1.0170225143e+01   ,8.3137333393e-01
    1.0190245628e+01   ,8.3269190788e-01
    1.0210266113e+01   ,8.3401042223e-01
    1.0230286598e+01   ,8.3532899618e-01
    1.0250307083e+01   ,8.3664757013e-01
    1.0270327568e+01   ,8.3796614408e-01
    1.0290348053e+01   ,8.3928465843e-01
    1.0310368538e+01   ,8.4060323238e-01
    1.0330389023e+01   ,8.4192180634e-01
    1.0350409508e+01   ,8.4324038029e-01
    1.0370429993e+01   ,8.4455895424e-01
    1.0390450478e+01   ,8.4587746859e-01
    1.0410470963e+01   ,8.4719604254e-01
    1.0430491447e+01   ,8.4851461649e-01
    1.0450511932e+01   ,8.4983319044e-01
    1.0470532417e+01   ,8.5115170479e-01
    1.0490552902e+01   ,8.5247027874e-01
    1.0510573387e+01   ,8.5377979279e-01
    1.0530593872e+01   ,8.5508096218e-01
    1.0550614357e+01   ,8.5638213158e-01
    1.0570634842e+01   ,8.5768336058e-01
    1.0590655327e+01   ,8.5898452997e-01
    1.0610675812e+01   ,8.6028569937e-01
    1.0630696297e+01   ,8.6158686876e-01
    1.0650716782e+01   ,8.6288803816e-01
    1.0670737267e+01   ,8.6418920755e-01
    1.0690757751e+01   ,8.6549037695e-01
    1.0710778236e+01   ,8.6679160595e-01
    1.0730798721e+01   ,8.6809277534e-01
    1.0750819206e+01   ,8.6939394474e-01
    1.0770839691e+01   ,8.7069511414e-01
    1.0790860176e+01   ,8.7199628353e-01
    1.0810880661e+01   ,8.7329745293e-01
    1.0830901146e+01   ,8.7459862232e-01
    1.0850921631e+01   ,8.7589985132e-01
    1.0870942116e+01   ,8.7720102072e-01
    1.0890962601e+01   ,8.7850219011e-01
    1.0910983086e+01   ,8.7980335951e-01
    1.0931003571e+01   ,8.8110452890e-01
    1.0951025009e+01   ,8.8240569830e-01
    1.0971044540e+01   ,8.8370686769e-01
    1.0991065979e+01   ,8.8500809669e-01
    1.1011085510e+01   ,8.8630515337e-01
    1.1031106949e+01   ,8.8759893179e-01
    1.1051126480e+01   ,8.8889271021e-01
    1.1071147919e+01   ,8.9018648863e-01
    1.1091167450e+01   ,8.9148026705e-01
    1.1111188889e+01   ,8.9277404547e-01
    1.1131208420e+01   ,8.9406782389e-01
    1.1151229858e+01   ,8.9536160231e-01
    1.1171250343e+01   ,8.9665538073e-01
    1.1191270828e+01   ,8.9794915915e-01
    1.1211291313e+01   ,8.9924293756e-01
    1.1231311798e+01   ,9.0053671598e-01
    1.1251332283e+01   ,9.0183049440e-01
    1.1271352768e+01   ,9.0312427282e-01
    1.1291373253e+01   ,9.0441805124e-01
    1.1311393738e+01   ,9.0571182966e-01
    1.1331414223e+01   ,9.0700560808e-01
    1.1351434708e+01   ,9.0829938650e-01
    1.1371455193e+01   ,9.0959316492e-01
    1.1391475677e+01   ,9.1088694334e-01
    1.1411496162e+01   ,9.1218072176e-01
    1.1431516647e+01   ,9.1347450018e-01
    1.1451537132e+01   ,9.1476827860e-01
    1.1471557617e+01   ,9.1606205702e-01
    1.1491578102e+01   ,9.1735583544e-01
    1.1511598587e+01   ,9.1862708330e-01
    1.1531619072e+01   ,9.1988164186e-01
    1.1551639557e+01   ,9.2113620043e-01
